"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella dubosii"	0.001	0.000285714285714286	0.000571428571428571	0.000714285714285714	0.000571428571428571	0.000428571428571429	0.000142857142857143	0.000714285714285714	0.00157142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00314285714285714	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.000428571428571429	0	0.000142857142857143	0.000571428571428571	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus senegalensis"	0.001	0.000285714285714286	0.000428571428571429	0.000285714285714286	0.00157142857142857	0.000285714285714286	0	0.00142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.00271428571428571	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.001	0.000142857142857143	0.000285714285714286	0	0.000428571428571429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0	0.00285714285714286	0	0	0	0	0.00242857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium callanderi"	0.003	0.000285714285714286	0.000428571428571429	0.000285714285714286	0	0.000142857142857143	0.000285714285714286	0	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0.00242857142857143	0.000285714285714286	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000428571428571429	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0.000714285714285714	0.000571428571428571	0.000428571428571429	0.00114285714285714	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000428571428571429	0.000714285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella loescheii"	0.000857142857142857	0	0.000142857142857143	0.000571428571428571	0.00157142857142857	0.000285714285714286	0	0.000714285714285714	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000428571428571429	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.00242857142857143	0.000142857142857143	0	0.000714285714285714	0.000428571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0	0	0.00428571428571429	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella maculosa"	0.000571428571428571	0	0.000428571428571429	0.000857142857142857	0.000857142857142857	0.000142857142857143	0	0.000714285714285714	0.000857142857142857
