"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.000571428571428571	0.00114285714285714	0.000428571428571429	0.000714285714285714	0.000428571428571429	0.000714285714285714	0.000571428571428571	0.000714285714285714	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella loescheii"	0.000285714285714286	0.000285714285714286	0	0.00114285714285714	0.000142857142857143	0.00171428571428571	0.00171428571428571	0	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0	0	0.000285714285714286	0	0	0	0	0.00442857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.000142857142857143	0.000714285714285714	0.000285714285714286	0.000428571428571429	0.000285714285714286	0.000428571428571429	0.00157142857142857	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0	0.000571428571428571	0.000142857142857143	0.000571428571428571	0.000142857142857143	0.000571428571428571	0.000857142857142857	0.001	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0	0.000142857142857143	0.000714285714285714	0.000714285714285714	0.000285714285714286	0.000571428571428571	0.000571428571428571	0.000714285714285714	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0.000285714285714286	0.000142857142857143	0.000714285714285714	0	0.000142857142857143	0	0.000142857142857143	0.00228571428571429	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0.000142857142857143	0.000285714285714286	0	0.000714285714285714	0.000285714285714286	0.00128571428571429	0.000857142857142857	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella xylanolytica"	0	0.000285714285714286	0.000857142857142857	0.000142857142857143	0.000428571428571429	0.000571428571428571	0.000142857142857143	0.00128571428571429	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei"	0.000857142857142857	0	0.000142857142857143	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.00142857142857143	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella dubosii"	0.000428571428571429	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000857142857142857	0.000428571428571429	0.000571428571428571	0.000428571428571429	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0	0.000285714285714286	0	0.000285714285714286	0	0	0	0	0.00271428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna jejuensis"	0	0.000285714285714286	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000857142857142857	0.000714285714285714	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella tayi"	0.000857142857142857	0.000142857142857143	0	0.000571428571428571	0.000428571428571429	0.000571428571428571	0.000428571428571429	0	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea agglomerans"	0	0	0.00314285714285714	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola coprophilus"	0	0.000142857142857143	0.000571428571428571	0.000571428571428571	0.000142857142857143	0.000428571428571429	0.000285714285714286	0.000714285714285714	0.000142857142857143
